Statistical profiling result from isolate-0x4c8d860-11136-v8.log, (20904 ticks, 56 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.0%    0.0%  LazyCompile: *getTypeFromTypeAliasReference /mnt/common/github/TypeScript-cph/built/local/tsc.js:60835:47
      3    0.0%    0.0%  LazyCompile: *getTypeFromLiteralTypeNode /mnt/common/github/TypeScript-cph/built/local/tsc.js:63580:44
      3    0.0%    0.0%  LazyCompile: *getSourceFileOfNode /mnt/common/github/TypeScript-cph/built/local/tsc.js:14504:33
      3    0.0%    0.0%  LazyCompile: *getResolvedMembersOrExportsOfSymbol /mnt/common/github/TypeScript-cph/built/local/tsc.js:58332:53
      3    0.0%    0.0%  LazyCompile: *getReducedApparentType /mnt/common/github/TypeScript-cph/built/local/tsc.js:59661:40
      3    0.0%    0.0%  LazyCompile: *exit /mnt/common/github/TypeScript-cph/built/local/tsc.js:30489:22
      3    0.0%    0.0%  LazyCompile: *doThenElse /mnt/common/github/TypeScript-cph/built/local/tsc.js:93179:28
      3    0.0%    0.0%  LazyCompile: *createMrNarrow /mnt/common/github/TypeScript-cph/built/local/tsc.js:93891:28
      3    0.0%    0.0%  LazyCompile: *createInstantiatedSymbolTable /mnt/common/github/TypeScript-cph/built/local/tsc.js:58149:47
      3    0.0%    0.0%  LazyCompile: *compareSignaturesRelated /mnt/common/github/TypeScript-cph/built/local/tsc.js:64858:42
      3    0.0%    0.0%  LazyCompile: *compareGroups /mnt/common/github/TypeScript-cph/built/local/tsc.js:91667:38
      3    0.0%    0.0%  LazyCompile: *checkGrammarBreakOrContinueStatement /mnt/common/github/TypeScript-cph/built/local/tsc.js:90601:54
      3    0.0%    0.0%  LazyCompile: *checkFunctionOrConstructorSymbolWorker /mnt/common/github/TypeScript-cph/built/local/tsc.js:82471:56
      3    0.0%    0.0%  LazyCompile: *checkBinaryLikeExpressionWorker /mnt/common/github/TypeScript-cph/built/local/tsc.js:80485:49
      3    0.0%    0.0%  LazyCompile: *bindWorker /mnt/common/github/TypeScript-cph/built/local/tsc.js:47077:28
      3    0.0%    0.0%  LazyCompile: *applyCritNoneUnion /mnt/common/github/TypeScript-cph/built/local/tsc.js:93660:32
      3    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/common/github/TypeScript-cph/built/local/tsc.js:97615:43
      3    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/common/github/TypeScript-cph/built/local/tsc.js:97192:47
      3    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/common/github/TypeScript-cph/built/local/tsc.js:96901:49
      3    0.0%    0.0%  Function: ^resolveNameHelper /mnt/common/github/TypeScript-cph/built/local/tsc.js:50169:35
      3    0.0%    0.0%  Function: ^recursiveTypeRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:65988:44
      3    0.0%    0.0%  Function: ^isRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:65495:33
      3    0.0%    0.0%  Function: ^forEachChild /mnt/common/github/TypeScript-cph/built/local/tsc.js:30693:26
      3    0.0%    0.0%  Function: ^compareSignaturesRelated /mnt/common/github/TypeScript-cph/built/local/tsc.js:64858:42
      2    0.0%    0.0%  LazyCompile: *setStructuredTypeMembers /mnt/common/github/TypeScript-cph/built/local/tsc.js:52305:42
      2    0.0%    0.0%  LazyCompile: *scanString /mnt/common/github/TypeScript-cph/built/local/tsc.js:11011:28
      2    0.0%    0.0%  LazyCompile: *scanIdentifier /mnt/common/github/TypeScript-cph/built/local/tsc.js:11835:32
      2    0.0%    0.0%  LazyCompile: *reportObviousModifierErrors /mnt/common/github/TypeScript-cph/built/local/tsc.js:89893:45
